序号,代码,名称,最新价,涨跌幅,换手率,市盈率,主力成本,机构参与度,综合得分,上升,目前排名,关注指数,交易日
3681,601121,宝地矿业,7.13,1.13,0.71,47.47,7.048927034325,0.2224664,69.26078802,386,1255,72.4,2026-08-05
3682,601126,四方股份,44.65,0.16,1.6,34.36,43.874220704024,0.3882476,77.73968332,257,152,86.4,2026-08-05
3683,601127,赛力斯,57.48,-2.33,0.85,33.18,58.546894822646,0.3292188,73.12669406,-95,549,91.2,2026-08-05
3684,601128,常熟银行,6.17,-0.8,0.42,4.67,6.241655456039,0.39719,70.6040484,43,966,74.8,2026-08-05
3685,601133,柏诚股份,25.31,2.39,0.96,107.12,24.282951208052,0.198384,70.02232698,136,1070,72.8,2026-08-05
3686,601136,首创证券,14.72,-0.74,0.11,51.15,14.876766565512,0.227856,62.10725066,-227,3254,79.2,2026-08-05
3687,601137,博威合金,17.77,-0.28,0.47,-44.68,17.70893640062,0.2760484,63.95693381,-839,2709,70.8,2026-08-05
3688,601138,工业富联,68.23,3.5,0.51,31.95,64.370596874739,0.58926,82.56958666,42,15,93.2,2026-08-05
3689,601139,深圳燃气,6.4,-0.78,0.18,11.83,6.436746468862,0.1332056,69.11113779,-178,1293,74.8,2026-08-05
3690,601155,新城控股,11.01,0.64,0.56,19.92,10.801730858495,0.303728,64.45219284,-782,2565,74.0,2026-08-05
3691,601156,东航物流,17.45,2.41,0.68,11.98,17.095845928344,0.1982304,75.09165323,-72,329,70.0,2026-08-05
3692,601158,重庆水务,4.13,-0.48,0.03,18.39,4.165662510798,0.230858,72.55508853,-47,629,69.6,2026-08-05
3693,601162,天风证券,3.7,-1.33,0.69,41683.17,3.751757887728,0.3654956,58.03994038,-1182,4301,82.8,2026-08-05
3694,601163,三角轮胎,13.16,-0.75,0.1,12.08,13.259481154439,0.1336696,66.16540393,-323,2080,68.8,2026-08-05
3695,601166,兴业银行,18.27,-0.49,0.1,4.06,18.368500891901,0.382694,69.14777047,18,1281,91.2,2026-08-05
3696,601168,西部矿业,40.9,-0.29,1.61,11.69,40.192176501516,0.4704156,85.87566691,12,3,92.4,2026-08-05
3697,601169,北京银行,5.01,-0.4,0.13,3.27,5.059013421207,0.415906,64.8644204,-92,2451,83.6,2026-08-05
3698,601177,杭齿前进,13.28,0.15,0.41,21.57,13.212647518025,0.2140892,67.19241884,167,1757,70.8,2026-08-05
3699,601179,中国西电,14.09,-2.22,1.34,52.09,14.25842383688,0.3383532,65.98894379,-1687,2125,95.2,2026-08-05
3700,601186,中国铁建,6.19,-0.32,0.09,4.78,6.204089444591,0.3159204,70.07133244,-64,1061,84.0,2026-08-05
3701,601187,厦门银行,7.27,-2.15,0.24,6.92,7.453575877614,0.1811324,65.70557046,715,2215,74.0,2026-08-05
3702,601188,龙江交通,2.85,-0.7,0.35,17.34,2.868876758204,0.303724,65.53779576,1198,2262,67.6,2026-08-05
3703,601198,东兴证券,13.86,-1.14,0.17,21.86,14.048925869615,0.315072,65.1133573,-1380,2390,82.8,2026-08-05
3704,601199,江南水务,5.55,-1.77,0.67,15.05,5.614870936962,0.4468024,70.40565033,-62,995,70.4,2026-08-05
3705,601200,上海环境,7.03,-0.85,0.2,15.07,7.105101439263,0.2296656,67.06041383,-350,1794,68.8,2026-08-05
3706,601208,东材科技,41.61,5.8,4.56,56.25,37.871382703876,0.4395528,73.84939476,685,464,86.8,2026-08-05
3707,601211,国泰海通,17.94,-0.33,0.12,12.38,17.99347338484,0.4153984,71.94955216,384,717,82.4,2026-08-05
3708,601212,白银有色,5.55,1.46,2.02,68.5,5.342724151818,0.346334,70.67890806,434,948,79.2,2026-08-05
3709,601216,君正集团,4.62,-0.86,0.19,13.59,4.650393085135,0.332068,71.17826738,-498,866,79.2,2026-08-05
3710,601218,吉鑫科技,4.61,-0.22,1.56,17.13,4.615842857514,0.243668,60.66245789,-495,3644,80.4,2026-08-05
3711,601222,林洋能源,5.65,-1.74,0.41,47.88,5.766593471031,0.2640304,60.38722202,-296,3731,74.8,2026-08-05
3712,601225,陕西煤业,24.21,1.34,0.14,13.94,23.718522085111,0.3037924,71.80384453,-133,742,86.0,2026-08-05
3713,601226,华电科工,6.26,-0.32,0.23,-34.84,6.280808130753,0.1491616,63.71407119,-1292,2778,72.0,2026-08-05
3714,601228,广州港,3.06,-0.65,0.08,24.76,3.088872020993,0.2407684,66.72769676,-58,1906,69.6,2026-08-05
3715,601229,上海银行,9.27,-0.11,0.09,5.2,9.313173878323,0.3799932,65.50887228,-293,2267,81.2,2026-08-05
3716,601231,环旭电子,27.18,4.7,1.39,39.49,25.207918408087,0.4683092,73.08869391,232,552,74.4,2026-08-05
3717,601233,桐昆股份,23.5,2.22,0.59,7.37,22.731010575729,0.3430836,79.37299357,384,72,80.0,2026-08-05
3718,601236,红塔证券,7.05,-0.7,0.09,42.21,7.107681508834,0.2757988,67.98256759,983,1561,78.0,2026-08-05
3719,601238,广汽集团,5.29,-1.12,0.11,-20.55,5.373770507546,0.2370072,66.43506519,-420,1995,80.8,2026-08-05
3720,601279,英利汽车,3.17,-0.94,0.22,-45.93,3.201023508642,0.0984116,55.87974479,-21,4692,68.4,2026-08-05
3721,601288,农业银行,6.44,-0.62,0.05,7.49,6.481220191324,0.4550056,70.03001702,-299,1068,93.6,2026-08-05
3722,601298,青岛港,8.95,-0.44,0.06,10.57,8.931819026711,0.1941528,71.40344563,83,827,72.0,2026-08-05
3723,601311,骆驼股份,7.88,-1.13,0.46,14.51,7.990008789237,0.2919088,66.8760738,-57,1856,74.8,2026-08-05
3724,601318,中国平安,53.43,-1.09,0.2,9.67,53.756206796791,0.4784536,78.08827538,182,123,92.0,2026-08-05
3725,601319,中国人保,7.17,-0.28,0.06,8.99,7.159181281392,0.3689404,73.47878456,509,504,83.6,2026-08-05
3726,601326,秦港股份,3.4,-1.45,0.15,11.1,3.440892172484,0.2318776,65.20931069,-1037,2359,70.8,2026-08-05
3727,601328,交通银行,6.89,-0.58,0.17,5.82,6.954139427906,0.4420584,67.0811593,-168,1787,89.6,2026-08-05
3728,601330,绿色动力,7.18,-1.24,0.31,12.43,7.230748838396,0.1805436,62.52674296,-176,3117,70.0,2026-08-05
3729,601333,广深铁路,2.98,-1.0,0.41,9.1,3.011544691331,0.3268496,68.32759029,-1012,1483,74.8,2026-08-05
3730,601336,新华保险,62.59,-1.14,0.31,7.51,62.547450283086,0.4502996,76.65611017,613,219,84.0,2026-08-05
3731,601339,百隆东方,8.21,-2.61,0.32,12.69,8.393521428068,0.192276,76.46555155,819,226,72.8,2026-08-05
3732,601360,三六零,9.91,0.92,0.83,158.71,9.849720900281,0.3085052,65.54523314,-997,2261,88.8,2026-08-05
3733,601366,利群股份,3.52,-0.28,0.24,125.77,3.530735433679,0.182538,64.7897851,-45,2474,66.4,2026-08-05
3734,601368,绿城水务,4.41,-0.23,0.13,38.51,4.40985738758,0.14783,61.33965633,59,3461,69.2,2026-08-05
3735,601369,陕鼓动力,9.44,-0.32,0.24,21.22,9.46120464681,0.219203,66.49496582,-75,1971,75.2,2026-08-05
3736,601375,中原证券,4.16,-0.72,0.38,28.63,4.200409863402,0.3578844,62.25912169,878,3204,79.2,2026-08-05
3737,601377,兴业证券,5.95,-1.0,0.28,16.35,6.007785978323,0.4206672,63.10999633,-58,2942,82.0,2026-08-05
3738,601388,怡球资源,3.25,0.62,0.61,29.82,3.217835451197,0.2960576,67.82738421,318,1592,76.4,2026-08-05
3739,601390,中国中铁,4.49,0.0,0.26,6.32,4.486474625797,0.408172,69.82145327,1057,1116,82.4,2026-08-05
3740,601398,工商银行,7.49,-0.4,0.05,7.68,7.520192717052,0.5128628,67.20784227,-326,1750,94.4,2026-08-05
3741,601399,国机重装,3.36,-0.59,0.24,47.71,3.364443720525,0.3324284,66.88088271,1277,1853,74.8,2026-08-05
3742,601456,国联民生,9.01,-0.66,0.11,25.76,9.066583907608,0.3212916,67.3484566,1058,1715,78.0,2026-08-05
3743,601500,通用股份,4.0,-0.5,0.24,12.56,4.020271871787,0.2506164,66.56378004,449,1962,69.2,2026-08-05
3744,601512,中新集团,7.84,0.0,0.04,24.75,7.832464456113,0.14738,67.12724996,-100,1776,64.4,2026-08-05
3745,601515,衢州东峰,3.31,-0.9,0.27,-150.5,3.341735336273,0.272494,50.55033834,-14,5148,66.0,2026-08-05
3746,601518,吉林高速,2.76,-1.08,0.18,11.33,2.783675770946,0.2711084,69.34343198,904,1237,65.2,2026-08-05
3747,601519,大智慧,8.58,-0.12,0.49,-144.22,8.608262394433,0.2997344,65.45048877,1391,2291,78.0,2026-08-05
3748,601528,瑞丰银行,4.93,-1.79,0.54,5.73,5.023644642496,0.2076336,67.73368214,895,1613,71.6,2026-08-05
3749,601555,东吴证券,8.2,-0.36,0.18,12.71,8.239617824197,0.3272556,65.93612414,-48,2142,80.0,2026-08-05
3750,601566,九牧王,8.42,0.24,0.23,17.42,8.427357469561,0.1169248,59.61009411,-82,3946,68.0,2026-08-05
3751,601567,三星电气,16.08,-0.68,0.44,33.76,16.104676395116,0.2211464,65.67246527,-544,2223,80.8,2026-08-05
3752,601568,北元化工,3.71,-0.27,0.19,179.85,3.727596847033,0.1992264,66.39945999,997,2006,66.4,2026-08-05
3753,601577,长沙银行,9.27,-0.43,0.17,4.05,9.368794412606,0.24937,71.10925129,699,874,70.4,2026-08-05
3754,601579,会稽山,15.5,-0.45,0.6,15.49,15.426595267044,0.2541164,63.85430007,529,2740,75.6,2026-08-05
3755,601588,北辰实业,1.71,-0.58,0.26,-9.54,1.704088879445,0.3670572,61.18128668,1069,3507,64.8,2026-08-05
3756,601595,上海电影,18.29,0.16,0.85,157.58,18.289498144694,0.103242,64.65282243,-693,2517,82.8,2026-08-05
3757,601598,中国外运,6.38,0.31,0.12,16.79,6.347722384763,0.1235352,69.5972552,-368,1172,78.0,2026-08-05
3758,601599,浙文影业,3.05,-0.33,0.94,49.47,3.05675131049,0.2652628,62.89771544,695,3017,68.4,2026-08-05
3759,601600,中国铝业,9.77,0.0,0.67,7.58,9.693451421124,0.4742148,76.06131315,553,255,86.4,2026-08-05
3760,601601,中国太保,31.73,-0.91,0.15,7.6,31.771212795377,0.4349516,79.19673797,169,81,86.8,2026-08-05
3761,601606,长城军工,32.71,-2.76,2.68,-106.38,33.435982398993,0.2310852,61.29345344,-1979,3475,86.8,2026-08-05
3762,601607,上海医药,16.31,-0.91,0.12,10.67,16.476203109529,0.1859828,72.06662641,-324,695,84.4,2026-08-05
3763,601608,中信重工,4.97,1.84,0.38,59.84,4.892502510791,0.2619436,63.35160318,-1280,2880,84.4,2026-08-05
3764,601609,金田股份,10.41,-0.1,0.73,26.42,10.386228547181,0.2900316,69.21732151,-201,1266,73.2,2026-08-05
3765,601611,中国核建,12.13,-4.49,1.53,22.69,12.20975130059,0.3329036,77.00069078,1097,195,95.6,2026-08-05
3766,601615,明阳智能,11.75,0.6,0.72,269.41,11.696123210976,0.3102772,61.21964197,-1255,3493,80.0,2026-08-05
3767,601616,广电电气,3.71,-1.59,1.62,-33.66,3.760730779044,0.1973912,59.79857276,-593,3900,84.4,2026-08-05
3768,601618,中国中冶,2.62,-1.13,0.16,8.3,2.653387203263,0.403724,65.30685734,-1085,2328,80.0,2026-08-05
3769,601619,嘉泽新能,4.61,-1.07,0.5,25.56,4.652268880773,0.3010232,62.45041737,-369,3141,74.4,2026-08-05
3770,601628,中国人寿,38.05,0.0,0.04,13.78,37.778671306125,0.4095524,72.65142886,-145,607,85.2,2026-08-05
3771,601633,长城汽车,15.68,-1.82,0.1,35.46,15.952923869037,0.1958756,74.61025269,368,377,84.8,2026-08-05
3772,601636,旗滨集团,5.97,-0.33,0.79,336.71,6.052854625259,0.299868,61.19907291,-1976,3499,77.6,2026-08-05
3773,601658,邮储银行,4.95,-0.2,0.06,5.78,4.978417285363,0.3849544,67.00648718,-66,1814,86.0,2026-08-05
3774,601665,齐鲁银行,6.12,-0.49,0.19,6.02,6.157598131808,0.3404136,69.09640936,-346,1298,74.0,2026-08-05
3775,601666,平煤股份,8.32,2.59,0.85,42.76,8.067672285953,0.2295676,59.48780629,-437,3978,74.8,2026-08-05
3776,601668,中国建筑,4.54,-0.87,0.14,3.38,4.584839838972,0.4008452,71.32898301,-226,843,88.8,2026-08-05
3777,601669,中国电建,4.82,-0.62,0.22,10.64,4.8513946199,0.3912972,65.9945879,-311,2122,77.2,2026-08-05
3778,601677,明泰铝业,17.04,-0.76,0.69,7.54,17.145118282327,0.3092124,71.58917012,-32,796,77.2,2026-08-05
3779,601678,滨化股份,7.1,7.25,9.91,29.2,6.538821123952,0.3274412,70.96914829,156,901,85.2,2026-08-05
3780,601686,友发集团,5.22,0.0,0.08,14.95,5.229596392837,0.1003736,62.65648739,-413,3077,62.4,2026-08-05
3781,601688,华泰证券,19.62,-0.76,0.24,9.22,19.732049543314,0.4697176,70.42782724,1126,993,83.6,2026-08-05
3782,601689,拓普集团,50.11,-0.22,0.46,39.45,49.963295444059,0.3869372,69.71522887,-898,1142,86.4,2026-08-05
3783,601696,中银证券,11.98,-1.07,0.38,23.01,12.128250173085,0.3579888,57.92298193,-471,4319,81.6,2026-08-05
3784,601698,中国卫通,27.29,1.79,0.36,1073.74,26.84365813295,0.2816784,64.73573227,-1578,2494,84.8,2026-08-05
3785,601699,潞安环能,15.2,2.98,0.82,15.8,14.688799845651,0.2521048,65.47342174,-5,2280,75.6,2026-08-05
3786,601700,风范股份,7.16,9.98,12.59,71.77,6.273604527264,0.4028508,66.16540591,-1445,2079,91.2,2026-08-05
3787,601702,华峰铝业,15.52,-0.32,0.26,15.95,15.593038833527,0.1634808,64.71895761,-8,2498,72.4,2026-08-05
3788,601717,中创智领,16.06,0.12,0.39,8.04,16.004230957512,0.2811056,75.02855935,346,341,80.4,2026-08-05
3789,601718,ST际华,1.81,0.0,0.17,-16.24,1.815513029644,0.38895,53.19312852,-523,5008,72.8,2026-08-05
3790,601727,上海电气,6.92,-1.42,0.27,70.67,6.996942979489,0.3694508,69.57323245,825,1181,76.4,2026-08-05
3791,601728,中国电信,6.28,0.8,0.06,19.55,6.221967153302,0.3357748,71.28080925,-355,853,89.6,2026-08-05
3792,601766,中国中车,5.92,-0.5,0.16,12.57,5.961746406761,0.4071464,72.77834964,-289,597,89.6,2026-08-05
3793,601777,千里科技,8.85,0.68,0.41,206.8,8.763310689786,0.301006,62.39003634,-927,3161,78.4,2026-08-05
3794,601778,晶科科技,3.91,0.0,1.85,-28.25,3.897377015911,0.2963872,65.57873637,-557,2255,78.0,2026-08-05
3795,601788,光大证券,14.68,-0.94,0.18,14.51,14.853430724651,0.3261804,64.59049129,-1072,2527,83.6,2026-08-05
3796,601789,宁波建工,4.43,-0.67,1.03,9.12,4.453196536286,0.2956324,66.88024835,-375,1854,77.6,2026-08-05
3797,601798,蓝科高新,7.55,0.4,0.41,54.4,7.517036284297,0.1486756,57.25957114,-265,4463,68.8,2026-08-05
3798,601799,星宇股份,95.45,0.07,0.26,19.19,95.197292774471,0.2488216,70.15565268,968,1045,72.4,2026-08-05
3799,601800,中国交建,6.11,-0.49,0.07,6.04,6.144454537599,0.273514,67.57826913,30,1656,81.2,2026-08-05
3800,601801,皖新传媒,5.53,-1.07,0.19,8.09,5.587735739619,0.1095124,60.34465244,-374,3737,72.0,2026-08-05
3801,601808,中海油服,12.21,0.41,0.15,17.02,12.17448727793,0.2268208,68.74471758,-366,1386,80.4,2026-08-05
3802,601811,新华文轩,12.05,-1.71,0.11,14.45,12.243659505944,0.1206224,69.65236772,1487,1160,68.8,2026-08-05
3803,601816,京沪高铁,5.03,-0.79,0.07,19.58,5.088093147312,0.4567428,74.98131003,323,343,82.8,2026-08-05
3804,601818,光大银行,3.05,-0.65,0.1,3.93,3.086016460486,0.4796964,63.86237071,-1308,2734,84.8,2026-08-05
3805,601825,沪农商行,8.25,-1.43,0.06,5.54,8.416785696875,0.2194384,67.79590749,-246,1601,72.8,2026-08-05
3806,601827,三峰环境,8.42,0.84,0.13,8.19,8.392336996425,0.1505196,69.40809111,-431,1222,69.6,2026-08-05
3807,601828,美凯龙,2.21,-1.34,0.25,50.45,2.233701490186,0.38892,57.19565871,178,4477,68.0,2026-08-05
3808,601838,成都银行,17.84,-0.28,0.1,5.99,17.934534430237,0.3019172,71.58126492,823,798,79.2,2026-08-05
3809,601857,中国石油,10.64,0.09,0.02,10.07,10.62286355184,0.3658728,71.79574134,-349,745,89.2,2026-08-05
3810,601858,中国科传,25.09,-1.06,1.69,132.2,24.850325060011,0.3587264,70.35420373,-764,1003,92.0,2026-08-05
3811,601860,紫金银行,2.56,-1.54,0.68,5.47,2.609530985577,0.417174,63.23195541,105,2905,73.2,2026-08-05
3812,601865,福莱特,10.73,-1.83,0.46,164.75,10.927230987077,0.2380452,65.36479111,-571,2309,90.8,2026-08-05
3813,601866,中远海发,2.41,-1.23,0.17,19.15,2.436608112364,0.3707384,67.84050584,1310,1588,77.2,2026-08-05
3814,601868,中国能建,2.59,-1.15,0.41,19.69,2.617416610557,0.453296,67.44467302,773,1686,78.0,2026-08-05
3815,601869,长飞光纤,321.5,2.91,2.14,134.39,293.31725074225,0.4899496,75.53113455,399,287,90.4,2026-08-05
3816,601872,招商轮船,17.65,-2.49,0.53,12.89,17.440956641696,0.4083216,80.78730115,373,38,84.8,2026-08-05
3817,601877,正泰电器,25.49,-1.43,0.29,10.81,25.76541346729,0.352732,67.30058257,-1167,1729,82.4,2026-08-05
3818,601878,浙商证券,9.48,-0.84,0.19,14.43,9.575569736187,0.3521796,64.36804593,-182,2596,80.8,2026-08-05
3819,601880,辽港股份,1.47,-1.34,0.15,24.12,1.498671822727,0.4913236,65.88250805,-1398,2160,74.4,2026-08-05
3820,601881,中国银河,12.51,-1.03,0.16,10.3,12.637235757063,0.4204008,70.49954021,858,980,82.0,2026-08-05
3821,601882,海天精工,19.45,0.05,0.19,22.79,19.485153431044,0.2068768,67.41227237,1046,1696,72.4,2026-08-05
3822,601886,江河集团,8.4,0.24,0.07,15.58,8.358021301246,0.1049056,65.27746453,4,2341,68.4,2026-08-05
3823,601888,中国中免,55.69,-1.24,0.65,18.62,56.294607798505,0.358448,71.74548983,-121,759,90.4,2026-08-05
3824,601890,亚星锚链,8.53,-0.35,0.41,24.24,8.5592152621,0.1976072,63.61137299,-164,2812,74.4,2026-08-05
3825,601898,中煤能源,13.62,2.1,0.27,11.74,13.274586116171,0.2895564,67.81699998,-364,1595,84.4,2026-08-05
3826,601899,紫金矿业,35.02,2.7,1.1,11.59,33.54054396126,0.5714196,86.11612212,137,1,92.0,2026-08-05
3827,601900,南方传媒,11.91,0.59,0.51,8.75,12.014479617598,0.21833,67.04739505,1038,1797,75.2,2026-08-05
3828,601901,方正证券,7.06,-0.98,0.25,9.78,7.133720984049,0.4852308,65.87842987,-949,2161,81.2,2026-08-05
3829,601908,京运通,3.1,-1.9,0.66,-12.49,3.154737872839,0.2775952,51.49012555,-40,5121,73.2,2026-08-05
3830,601916,浙商银行,2.93,-0.34,0.26,3.36,2.955051881797,0.4429556,62.97917636,-1367,2985,80.0,2026-08-05
3831,601918,新集能源,9.57,1.48,0.83,11.31,9.455441703888,0.2870292,64.76580208,-271,2484,73.6,2026-08-05
3832,601919,中远海控,15.3,-0.65,0.17,9.94,15.342007928293,0.3782244,69.10078099,-298,1296,90.0,2026-08-05
3833,601921,浙版传媒,7.17,-1.1,0.11,30.56,7.31788262905,0.11351,59.55734837,-1316,3965,70.0,2026-08-05
3834,601928,凤凰传媒,9.41,-1.67,0.13,14.15,9.614187370934,0.1403916,62.77194274,-186,3054,78.0,2026-08-05
3835,601929,吉视传媒,2.47,-1.59,1.36,-21.54,2.502444731274,0.3386976,65.82841504,-392,2176,77.2,2026-08-05
3836,601933,永辉超市,3.25,-1.81,0.74,25.28,3.267764402654,0.3197564,59.73090791,520,3913,80.8,2026-08-05
3837,601939,建设银行,9.88,-0.8,0.56,7.49,9.92928988916,0.4198824,70.78227669,-18,931,92.0,2026-08-05
3838,601949,中国出版,5.42,-1.63,0.23,-25.7,5.540314280678,0.2123052,57.95839842,-379,4312,76.0,2026-08-05
3839,601952,苏垦农发,8.17,-0.37,0.25,39.6,8.206293881933,0.2708972,66.65785135,-172,1930,74.0,2026-08-05
3840,601956,东贝集团,4.87,-0.2,0.22,-45.07,4.893239292121,0.1463272,54.28728665,-1264,4896,69.2,2026-08-05
3841,601958,金钼股份,23.04,1.86,0.87,21.36,22.7470416624,0.4058508,77.95997548,59,135,80.8,2026-08-05
3842,601963,重庆银行,10.84,-1.09,0.18,5.59,10.99834472241,0.1257236,62.32899026,-730,3183,71.2,2026-08-05
3843,601965,中国汽研,14.01,-3.04,0.83,16.37,14.638809685924,0.2116116,71.09159978,221,876,74.4,2026-08-05
3844,601966,玲珑轮胎,11.3,-0.88,0.24,244.73,11.433292813029,0.2175196,68.47346492,1003,1444,76.8,2026-08-05
3845,601968,宝钢包装,4.52,-1.31,0.13,22.05,4.540324924303,0.1724444,68.23939675,1951,1504,68.0,2026-08-05
3846,601969,海南矿业,9.19,-0.76,0.33,22.73,9.225367840466,0.1680592,70.13743681,562,1051,80.8,2026-08-05
3847,601975,招商南油,3.74,-1.58,1.63,10.13,3.747523592711,0.4001488,71.27468006,1505,855,74.0,2026-08-05
3848,601985,中国核电,8.78,-0.45,0.22,21.87,8.824503803942,0.3546556,68.22952555,-450,1508,92.8,2026-08-05
3849,601988,中国银行,5.75,0.35,0.04,8.18,5.732906980767,0.4905708,74.33599208,405,411,92.8,2026-08-05
3850,601990,南京证券,6.8,-0.87,0.15,25.53,6.8692928818,0.291874,63.15215095,-1243,2926,79.2,2026-08-05
3851,601991,大唐发电,6.27,-2.49,1.23,10.03,6.354863302632,0.3210128,68.4826925,-745,1441,93.2,2026-08-05
3852,601992,金隅集团,1.42,0.71,0.09,-2.26,1.410184115821,0.498082,58.46025806,-104,4207,70.4,2026-08-05
3853,601995,中金公司,35.16,-1.49,0.28,11.86,35.496764264914,0.4100392,71.19745629,866,863,86.0,2026-08-05
3854,601996,丰林集团,2.36,-0.84,0.38,-23.93,2.354324587982,0.393892,66.82024912,614,1872,64.0,2026-08-05
3855,601997,贵阳银行,5.6,-1.06,0.42,3.47,5.680927641645,0.37796,66.17942519,1136,2076,73.2,2026-08-05
3856,601998,中信银行,7.46,-1.19,0.03,5.16,7.572670314527,0.3011736,71.16684623,-158,868,83.6,2026-08-05
3857,601999,出版传媒,6.02,0.33,0.28,124.92,6.00527096593,0.1547284,64.01315999,1322,2693,65.6,2026-08-05
3858,603000,人民网,17.49,0.11,0.84,-145.36,17.51141435179,0.2842172,66.7364457,-1243,1900,84.4,2026-08-05
3859,603001,奥康国际,7.15,2.0,0.96,28.23,6.946757943219,0.226029090909,58.3096479,182,4241,63.2,2026-08-05
3860,603002,宏昌电子,13.9,2.81,2.12,8411.22,13.233628134888,0.2489128,64.21717742,1207,2638,78.8,2026-08-05
3861,603004,鼎龙科技,20.93,3.51,7.39,42.9,19.725584329624,0.3757512,71.85634628,2718,733,70.0,2026-08-05
3862,603005,晶方科技,32.05,1.75,3.13,79.86,31.218443773278,0.3319756,70.75338044,-281,937,80.8,2026-08-05
3863,603006,联明股份,11.07,1.75,0.4,31.89,10.774900185803,0.0592952,60.58391583,828,3674,63.6,2026-08-05
3864,603007,顺景科技,4.84,-1.83,1.58,-175.86,4.913058605135,0.2829524,55.21081448,-1015,4791,70.4,2026-08-05
3865,603008,ST喜临门,8.13,-0.61,0.24,-20.87,8.129751559017,0.2949708,63.49503623,1340,2841,64.0,2026-08-05
3866,603009,北特科技,40.95,1.24,0.81,130.48,40.332318352233,0.2890852,68.42262405,-471,1463,84.0,2026-08-05
3867,603010,万盛股份,10.71,0.94,0.43,111.48,10.573899799339,0.2795916,57.78063363,380,4347,66.0,2026-08-05
3868,603011,合锻智能,20.75,2.27,6.07,-89.41,19.922924723993,0.3208844,69.72708488,-61,1136,89.2,2026-08-05
3869,603012,创力集团,8.82,1.73,1.08,61.28,8.547887374368,0.341696,59.54155107,-1369,3967,68.4,2026-08-05
3870,603013,亚普股份,16.88,-0.82,0.17,13.25,17.060677462719,0.0992268,65.61276661,84,2244,65.6,2026-08-05
3871,603014,威高血净,33.72,0.15,0.69,29.77,33.855690100051,0.1822384,65.65943346,-1517,2228,64.8,2026-08-05
3872,603015,弘讯科技,10.73,2.29,0.63,160.27,10.474444806481,0.1128888,57.92453507,-42,4318,72.4,2026-08-05
3873,603016,新宏泰,29.28,-0.54,0.37,163.9,29.382821585893,0.1592788,63.77644879,-1626,2761,64.8,2026-08-05
3874,603017,中衡设计,9.43,0.86,0.5,31.08,9.34402129807,0.0760296,57.05244726,-47,4504,69.2,2026-08-05
3875,603018,华设集团,5.33,-0.56,0.3,16.03,5.369837879451,0.1515604,61.37043464,-1346,3450,69.2,2026-08-05
3876,603019,中科曙光,87.8,-0.96,1.17,140.95,88.342534123527,0.41924,72.62022981,165,615,88.4,2026-08-05
3877,603020,爱普股份,10.22,1.19,0.43,28.62,10.058061288671,0.2221252,65.25032977,184,2351,66.8,2026-08-05
3878,603021,*ST华鹏,6.85,-1.3,0.42,-13.97,6.972842130567,0.3877788,54.64531117,135,4855,63.6,2026-08-05
3879,603022,新通联,8.42,0.6,0.43,34.05,8.362931479401,0.0718448,59.38079735,-347,4001,65.2,2026-08-05
3880,603023,威帝股份,3.86,-0.26,0.84,-170.55,3.854847586508,0.1279368,63.04392961,1402,2968,67.6,2026-08-05
3881,603025,大豪科技,13.68,-0.07,0.22,16.05,13.739563056497,0.1526596,66.98721167,-1045,1819,74.4,2026-08-05
3882,603026,石大胜华,66.99,0.13,1.42,13.84,66.418983717948,0.287454,67.220283,136,1748,82.0,2026-08-05
3883,603027,千禾味业,7.53,-1.44,0.35,16.91,7.642899608359,0.1864848,60.49737596,-686,3699,80.8,2026-08-05
3884,603028,赛福天,6.68,0.45,0.35,-98.96,6.629930146598,0.0469568,58.21841625,669,4266,64.0,2026-08-05
3885,603029,天鹅股份,14.85,0.34,0.47,60.84,14.819263063868,0.0565392,63.59787681,970,2815,70.4,2026-08-05
3886,603030,全筑股份,2.03,0.0,0.75,297.38,2.0196728436,0.2008996,55.62151618,-447,4738,68.4,2026-08-05
3887,603031,安孚科技,39.19,0.38,1.14,27.41,38.560685146887,0.3199284,73.69961723,333,478,74.8,2026-08-05
3888,603032,德新科技,19.36,2.0,1.77,44.96,18.537107368448,0.3287808,72.87486887,1294,587,70.4,2026-08-05
3889,603033,三维股份,7.99,1.4,0.32,-17.59,7.829373673036,0.1962612,50.85968667,57,5135,61.2,2026-08-05
3890,603035,常熟汽饰,11.03,-0.36,0.22,14.11,11.085985130112,0.1785976,65.75325765,1409,2201,69.6,2026-08-05
3891,603036,如通股份,13.08,2.27,0.94,30.47,12.720731916921,0.2508704,63.56084828,-1836,2824,75.6,2026-08-05
3892,603037,凯众股份,10.24,-0.58,0.5,71.64,10.191415783673,0.1531412,66.39881542,2266,2009,68.0,2026-08-05
3893,603038,华立股份,13.8,2.45,0.68,13.47,13.341426293163,0.1631292,70.44703777,-6,988,72.8,2026-08-05
3894,603039,泛微网络,49.1,9.99,7.6,60.78,43.845311991542,0.4514248,81.98833082,16,21,90.0,2026-08-05
3895,603040,新坐标,56.88,0.83,0.29,42.44,55.736710830661,0.324144,71.41334877,537,825,63.6,2026-08-05
3896,603041,美思德,10.68,1.42,0.28,34.32,10.567380383562,0.04684,59.63683424,-110,3939,63.6,2026-08-05
3897,603042,华脉科技,12.93,2.78,2.02,-307.94,12.486258438942,0.1742864,55.5339584,-565,4752,76.0,2026-08-05
3898,603043,广州酒家,13.65,-1.23,0.22,36.69,13.880002298174,0.1026052,63.98819127,-1507,2699,70.0,2026-08-05
