股票代码,完整代码,股票简称,交易所,板块,行业,地区,2024-02-06最低价,2024-09-24最低价,2025-04-09最低价,2026-03-24最低价,第一段抬升,第二段抬升,第三段抬升,累计抬升,是否ST
000889,000889.SZ,中嘉博创,深交所,主板,通信设备,河北,1.54,1.66,2.15,3.08,7.79%,29.52%,43.26%,100.00%,否
603637,603637.SH,镇海股份,上交所,主板,建筑工程,浙江,5.3,5.95,7.8,10.6,12.26%,31.09%,35.90%,100.00%,否
603817,603817.SH,海峡环保,上交所,主板,环境保护,福建,4.12,4.64,4.89,8.24,12.62%,5.39%,68.51%,100.00%,否
300921,300921.SZ,南凌科技,深交所,创业板,互联网,深圳,12.09,17.3,19.91,24.16,43.09%,15.09%,21.35%,99.83%,否
300200,300200.SZ,高盟新材,深交所,创业板,化工原料,北京,4.8,6.73,8.2,9.59,40.21%,21.84%,16.95%,99.79%,否
688208,688208.SH,道通科技,上交所,科创板,IT设备,深圳,15.53,23.41,28.94,31.0,50.74%,23.62%,7.12%,99.61%,否
300278,300278.SZ,华昌达,深交所,创业板,专用机械,湖北,2.27,3.01,4.39,4.53,32.60%,45.85%,3.19%,99.56%,否
300292,300292.SZ,吴通控股,深交所,创业板,互联网,江苏,2.21,3.37,3.81,4.41,52.49%,13.06%,15.75%,99.55%,否
300640,300640.SZ,德艺文创,深交所,创业板,家居用品,福建,3.33,4.03,4.26,6.64,21.02%,5.71%,55.87%,99.40%,否
000887,000887.SZ,中鼎股份,深交所,主板,汽车配件,安徽,8.66,11.66,13.88,17.26,34.64%,19.04%,24.35%,99.31%,否
002903,002903.SZ,宇环数控,深交所,主板,机床制造,湖南,12.56,14.23,15.93,25.03,13.30%,11.95%,57.12%,99.28%,否
002279,002279.SZ,久其软件,深交所,主板,软件服务,北京,3.94,4.95,5.11,7.85,25.63%,3.23%,53.62%,99.24%,否
600667,600667.SH,太极实业,上交所,主板,半导体,江苏,4.7,5.18,5.61,9.36,10.21%,8.30%,66.84%,99.15%,否
002012,002012.SZ,凯恩股份,深交所,主板,造纸,浙江,3.2,3.7,3.9,6.37,15.62%,5.41%,63.33%,99.06%,否
002664,002664.SZ,信质集团,深交所,主板,汽车配件,浙江,9.5,11.38,12.6,18.91,19.79%,10.72%,50.08%,99.05%,否
300128,300128.SZ,锦富技术,深交所,创业板,元器件,江苏,2.97,3.26,4.12,5.91,9.76%,26.38%,43.45%,98.99%,否
000856,000856.SZ,冀东装备,深交所,主板,专用机械,河北,5.57,6.06,8.06,11.08,8.80%,33.00%,37.47%,98.92%,否
002501,002501.SZ,*ST利源,深交所,主板,铝,吉林,0.88,1.06,1.65,1.75,20.45%,55.66%,6.06%,98.86%,是
300256,300256.SZ,星星科技,深交所,创业板,元器件,江西,1.76,2.23,3.31,3.5,26.70%,48.43%,5.74%,98.86%,否
002040,002040.SZ,南京港,深交所,主板,港口,江苏,4.88,5.53,6.29,9.7,13.32%,13.74%,54.21%,98.77%,否
301222,301222.SZ,浙江恒威,深交所,创业板,电气设备,浙江,15.26,19.5,21.14,30.32,27.79%,8.41%,43.42%,98.69%,否
688015,688015.SH,交控科技,上交所,科创板,运输设备,北京,10.52,14.68,16.67,20.9,39.54%,13.56%,25.37%,98.67%,否
300231,300231.SZ,银信科技,深交所,创业板,软件服务,北京,5.94,7.94,8.37,11.8,33.67%,5.42%,40.98%,98.65%,否
002887,002887.SZ,绿茵生态,深交所,主板,环境保护,天津,5.23,5.55,5.83,10.38,6.12%,5.05%,78.04%,98.47%,否
001268,001268.SZ,联合精密,深交所,主板,机械基件,广东,14.3,15.09,15.63,28.38,5.52%,3.58%,81.57%,98.46%,否
688518,688518.SH,联赢激光,上交所,科创板,专用机械,深圳,11.07,11.81,13.28,21.95,6.68%,12.45%,65.29%,98.28%,否
001360,001360.SZ,南矿集团,深交所,主板,工程机械,江西,9.96,12.01,12.14,19.74,20.58%,1.08%,62.60%,98.19%,否
002474,002474.SZ,榕基软件,深交所,主板,软件服务,福建,3.76,4.61,5.1,7.44,22.61%,10.63%,45.88%,97.87%,否
000551,000551.SZ,创元科技,深交所,主板,专用机械,江苏,6.41,8.63,9.5,12.68,34.63%,10.08%,33.47%,97.82%,否
301022,301022.SZ,海泰科,深交所,创业板,专用机械,山东,14.08,17.3,19.3,27.84,22.87%,11.56%,44.25%,97.73%,否
920346,920346.BJ,威贸电子,北交所,北交所,元器件,上海,9.92,10.8,18.8,19.61,8.87%,74.07%,4.31%,97.68%,否
000558,000558.SZ,天府文旅,深交所,主板,旅游景点,四川,2.15,2.3,3.6,4.25,6.98%,56.52%,18.06%,97.67%,否
600980,600980.SH,北矿科技,上交所,主板,专用机械,北京,10.22,13.09,14.07,20.19,28.08%,7.49%,43.50%,97.55%,否
302132,302132.SZ,中航成飞,深交所,创业板,航空,陕西,33.42,39.3,53.9,66.01,17.59%,37.15%,22.47%,97.52%,否
600733,600733.SH,北汽蓝谷,上交所,主板,汽车整车,北京,3.56,6.3,6.57,7.03,76.97%,4.29%,7.00%,97.47%,否
300352,300352.SZ,ST信源,深交所,创业板,软件服务,北京,3.08,3.76,3.97,6.08,22.08%,5.59%,53.15%,97.40%,是
600650,600650.SH,锦江在线,上交所,主板,公共交通,上海,6.44,10.1,11.5,12.7,56.83%,13.86%,10.43%,97.20%,否
603977,603977.SH,国泰集团,上交所,主板,化工原料,江西,7.46,9.29,12.17,14.71,24.53%,31.00%,20.87%,97.18%,否
000993,000993.SZ,闽东电力,深交所,主板,水力发电,福建,6.89,7.92,8.48,13.57,14.95%,7.07%,60.02%,96.95%,否
002438,002438.SZ,江苏神通,深交所,主板,机械基件,江苏,7.96,9.4,9.45,15.66,18.09%,0.53%,65.71%,96.73%,否
603005,603005.SH,晶方科技,上交所,主板,半导体,江苏,13.44,17.46,23.82,26.43,29.91%,36.43%,10.96%,96.65%,否
300234,300234.SZ,开尔新材,深交所,创业板,陶瓷,浙江,2.98,3.68,3.93,5.86,23.49%,6.79%,49.11%,96.64%,否
300805,300805.SZ,电声股份,深交所,创业板,广告包装,广东,5.33,6.6,7.92,10.48,23.83%,20.00%,32.32%,96.62%,否
603390,603390.SH,通达电气,上交所,主板,汽车配件,广东,5.55,7.58,7.9,10.91,36.58%,4.22%,38.10%,96.58%,否
301001,301001.SZ,凯淳股份,深交所,创业板,互联网,上海,13.71,18.0,22.2,26.93,31.29%,23.33%,21.31%,96.43%,否
003019,003019.SZ,宸展光电,深交所,主板,元器件,福建,14.82,22.44,25.63,29.09,51.42%,14.22%,13.50%,96.29%,否
002247,002247.SZ,聚力文化,深交所,主板,其他建材,浙江,1.34,1.51,1.93,2.63,12.69%,27.81%,36.27%,96.27%,否
301568,301568.SZ,思泰克,深交所,创业板,专用机械,福建,24.02,25.1,27.07,47.1,4.50%,7.85%,73.99%,96.09%,否
688528,688528.SH,秦川物联,上交所,科创板,电器仪表,四川,5.09,6.9,7.31,9.98,35.56%,5.94%,36.53%,96.07%,否
002125,002125.SZ,湘潭电化,深交所,主板,化工原料,湖南,6.3,8.47,8.52,12.35,34.44%,0.59%,44.95%,96.03%,否
002171,002171.SZ,楚江新材,深交所,主板,铜,安徽,5.31,5.63,7.44,10.4,6.03%,32.15%,39.78%,95.86%,否
600323,600323.SH,瀚蓝环境,上交所,主板,环境保护,广东,14.61,18.47,22.8,28.61,26.42%,23.44%,25.48%,95.82%,否
300712,300712.SZ,永福股份,深交所,创业板,建筑工程,福建,14.75,17.93,19.49,28.86,21.56%,8.70%,48.08%,95.66%,否
300586,300586.SZ,美联新材,深交所,创业板,化工原料,广东,4.37,5.99,7.15,8.55,37.07%,19.37%,19.58%,95.65%,否
600623,600623.SH,华谊集团,上交所,主板,化工原料,上海,5.01,5.75,6.27,9.8,14.77%,9.04%,56.30%,95.61%,否
002801,002801.SZ,微光股份,深交所,主板,电气设备,浙江,15.87,17.68,25.77,31.04,11.41%,45.76%,20.45%,95.59%,否
688329,688329.SH,艾隆科技,上交所,科创板,专用机械,江苏,11.3,12.04,12.8,22.1,6.55%,6.31%,72.66%,95.58%,否
300697,300697.SZ,电工合金,深交所,创业板,铜,江苏,7.11,9.7,11.55,13.9,36.43%,19.07%,20.35%,95.50%,否
000793,000793.SZ,*ST华闻,深交所,主板,出版业,海南,1.32,1.38,2.08,2.58,4.55%,50.72%,24.04%,95.45%,是
300976,300976.SZ,达瑞电子,深交所,创业板,元器件,广东,27.11,39.1,44.79,52.93,44.23%,14.55%,18.17%,95.24%,否
600435,600435.SH,北方导航,上交所,主板,专用机械,北京,7.08,8.9,10.21,13.82,25.71%,14.72%,35.36%,95.20%,否
300013,300013.SZ,新宁物流,深交所,创业板,仓储物流,河南,1.86,2.27,3.3,3.63,22.04%,45.37%,10.00%,95.16%,否
603188,603188.SH,亚邦股份,上交所,主板,染料涂料,江苏,2.27,2.68,3.14,4.43,18.06%,17.16%,41.08%,95.15%,否
000617,000617.SZ,中油资本,深交所,主板,多元金融,新疆,5.1,5.16,6.02,9.95,1.18%,16.67%,65.28%,95.10%,否
002377,002377.SZ,国创高新,深交所,主板,其他建材,湖北,1.62,1.73,2.12,3.16,6.79%,22.54%,49.06%,95.06%,否
300176,300176.SZ,鸿特科技,深交所,创业板,汽车配件,广东,3.43,4.93,5.08,6.69,43.73%,3.04%,31.69%,95.04%,否
600775,600775.SH,南京熊猫,上交所,主板,通信设备,江苏,6.85,7.56,7.87,13.36,10.36%,4.10%,69.76%,95.04%,否
301234,301234.SZ,五洲医疗,深交所,创业板,医疗保健,安徽,17.83,20.85,22.65,34.74,16.94%,8.63%,53.38%,94.84%,否
300235,300235.SZ,方直科技,深交所,创业板,软件服务,深圳,6.2,8.09,8.36,12.07,30.48%,3.34%,44.38%,94.68%,否
600578,600578.SH,京能电力,上交所,主板,火力发电,北京,2.62,3.15,3.35,5.1,20.23%,6.35%,52.24%,94.66%,否
000029,000029.SZ,深深房A,深交所,主板,区域地产,深圳,9.51,12.2,12.81,18.51,28.29%,5.00%,44.50%,94.64%,否
